Filename,Npofb10,Npofb15,Npofb20,Npofb25,Npofb30,Npofb35,Npofb40,Npofb45,Npofb50,Npofb55,Npofb60,Npofb65,Npofb70,Npofb75,Npofb80,Npofb85,Npofb90,Npofb95,Npofb100,
acume.csv,0.0641025641025641,0.11538461538461539,0.19230769230769232,0.2564102564102564,0.358974358974359,0.41025641025641024,0.41025641025641024,0.44871794871794873,0.48717948717948717,0.5256410256410257,0.6153846153846154,0.6666666666666666,0.717948717948718,0.7435897435897436,0.8076923076923077,0.8333333333333334,0.9230769230769231,0.9615384615384616,1.0,
