Filename,normIFA,normPrecision_0.5,normRecall,normF1,normMAP,normAUC,normG_Measure,normMCC,normPofB10,,normPofB15,,normPofB20,,normPofB25,,normPofB30,,normPofB35,,normPofB40,,normPofB45,,normPofB50,,normPofB55,,normPofB60,,normPofB65,,normPofB70,,normPofB75,,normPofB80,,normPofB85,,normPofB90,,normPofB95,,normPofB100,,normAverage_Pofb,normNpofb10,,normNpofb15,,normNpofb20,,normNpofb25,,normNpofb30,,normNpofb35,,normNpofb40,,normNpofb45,,normNpofb50,,normNpofb55,,normNpofb60,,normNpofb65,,normNpofb70,,normNpofb75,,normNpofb80,,normNpofb85,,normNpofb90,,normNpofb95,,normNpofb100,,normavgNPofB,normPopt10,,normPopt15,,normPopt20,,normPopt25,,normPopt30,,normPopt35,,normPopt40,,normPopt45,,normPopt50,,normPopt55,,normPopt60,,normPopt65,,normPopt70,,normPopt75,,normPopt80,,normPopt85,,normPopt90,,normPopt95,,normPopt100,,normavgNpopt,
None
