VERSION, FILE_NAME, LOC, LOC_TOUCHED, NUMBER_OF_REVISIONS, LOC_ADDED, AVG_LOC_ADDED, NUMBER_OF_AUTHORS, MAX_LOC_ADDED, TOTAL_LOC_REMOVED, MAX_LOC_REMOVED, AVG_LOC_TOUCHED, BUGGY
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,119865,862,6,601,100.16666666666667,3,428,261,183,143,NO
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,24800,164,2,134,67.0,2,104,30,30,82,NO
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,5200,37,2,36,18.0,2,35,1,1,18,NO
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,26800,100,2,99,49.5,2,98,1,1,50,NO
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,23617,147,4,132,33.0,3,78,15,13,36,NO
3,hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java,13574,62,2,60,30.0,2,57,2,2,31,NO
3,hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java,10000,51,1,51,51.0,1,51,0,0,51,NO
3,hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java,12000,57,1,57,57.0,1,57,0,0,57,NO
3,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,119244,778,12,733,61.083333333333336,4,230,45,16,64,NO
3,hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java,2933,298,3,248,82.66666666666667,2,194,50,50,99,NO
3,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java,34708,442,4,436,109.0,2,431,6,3,110,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java,36518,214,8,193,24.125,4,133,21,9,26,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java,63673,371,10,329,32.9,4,221,42,17,37,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java,290,35,1,35,35.0,1,35,0,0,35,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,16435,133,7,118,16.857142857142858,4,61,15,8,19,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java,141479,1300,8,1249,156.125,3,679,51,42,162,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,30146,165,7,152,21.714285714285715,3,128,13,7,23,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java,18012,136,9,113,12.555555555555555,3,65,23,9,15,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java,1558,355,2,326,163.0,2,197,29,29,177,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java,20982,285,6,258,43.0,3,207,27,19,47,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java,47575,491,4,445,111.25,2,320,46,35,122,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java,29200,122,2,119,59.5,2,116,3,3,61,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java,46252,228,8,203,25.375,3,166,25,11,28,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java,222846,974,10,857,85.7,4,692,117,43,97,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java,464,36,1,36,36.0,1,36,0,0,36,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java,464,36,1,36,36.0,1,36,0,0,36,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,464,36,1,36,36.0,1,36,0,0,36,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,63514,332,8,316,39.5,3,172,16,5,41,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java,8280,81,2,80,40.0,1,75,1,1,40,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java,9200,88,2,86,43.0,2,84,2,2,44,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java,42254,481,6,423,70.5,2,237,58,24,80,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,40693,314,5,310,62.0,2,291,4,4,62,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,81369,325,8,294,36.75,4,260,31,13,40,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java,2466,51,4,46,11.5,2,26,5,4,12,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,48800,170,1,170,170.0,1,170,0,0,170,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java,55209,364,15,311,20.733333333333334,3,126,53,24,24,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java,52995,294,4,287,71.75,2,241,7,4,73,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,32006,149,6,143,23.833333333333332,4,112,6,2,24,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java,8800,62,2,55,27.5,2,48,7,7,31,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java,75664,863,9,832,92.44444444444444,3,341,31,10,95,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java,19072,96,3,91,30.333333333333332,3,76,5,3,32,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,66157,393,7,376,53.714285714285715,4,219,17,5,56,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java,48546,325,5,297,59.4,2,272,28,24,65,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,10800,53,1,53,53.0,1,53,0,0,53,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,89503,324,6,316,52.666666666666664,4,305,8,3,54,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java,11600,54,1,54,54.0,1,54,0,0,54,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java,78952,384,6,346,57.666666666666664,4,268,38,13,64,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,11613,63,4,59,14.75,3,52,4,2,15,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,27015,52,4,29,7.25,2,17,23,16,13,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java,55784,253,3,250,83.33333333333333,2,246,3,2,84,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,14400,68,2,66,33.0,2,64,2,2,34,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,46376,210,3,208,69.33333333333333,2,206,2,1,70,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,5472,64,2,63,31.5,2,62,1,1,32,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,5301,62,2,61,30.5,2,60,1,1,31,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java,41040,331,2,326,163.0,2,321,5,5,165,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,93915,353,6,341,56.833333333333336,3,311,12,5,58,NO
3,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,8000,49,2,48,24.0,2,47,1,1,24,NO
3,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java,22984,96,3,95,31.666666666666668,3,92,1,1,32,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/IndexCorruptionTest.java,25555,176,3,171,57.0,2,166,5,3,58,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieThrottleTest.java,21296,127,1,127,127.0,1,127,0,0,127,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ActiveLedgerManager.java,1837,84,1,84,84.0,1,84,0,0,84,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java,15504,132,1,132,132.0,1,132,0,0,132,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java,24813,106,6,85,14.166666666666666,3,39,21,17,17,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/ResubscribeCallback.java,1842,100,2,99,49.5,1,94,1,1,50,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SubscribeReconnectCallback.java,3106,102,2,101,50.5,1,96,1,1,51,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetaStore.java,1081,81,1,81,81.0,1,81,0,0,81,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetastoreCursor.java,1587,98,1,98,98.0,1,98,0,0,98,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetastoreTable.java,6647,341,1,341,341.0,1,341,0,0,341,NO
3,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestCloseSubscription.java,1188,153,1,153,153.0,1,153,0,0,153,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,16187,171,7,142,20.285714285714285,4,113,29,14,24,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java,7946,68,3,63,21.0,2,58,5,3,22,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,17477,153,7,140,20.0,4,122,13,4,21,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,55451,508,10,442,44.2,4,365,66,14,50,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java,14025,141,8,124,15.5,4,98,17,5,17,NO
3,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilter.java,75,70,1,70,70.0,1,70,0,0,70,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java,1245,33,2,32,16.0,2,31,1,1,16,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java,2739,34,2,33,16.5,2,32,1,1,17,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java,38393,331,3,279,93.0,2,226,52,50,110,NO
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestZkSubscriptionManager.java,30068,244,3,226,75.33333333333333,3,206,18,17,81,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java,2329,47,1,47,47.0,1,47,0,0,47,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java,2329,47,1,47,47.0,1,47,0,0,47,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java,2329,47,1,47,47.0,1,47,0,0,47,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java,2192,46,1,46,46.0,1,46,0,0,46,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java,2107,51,2,47,23.5,1,47,4,4,25,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java,9013,30,6,17,2.8333333333333335,2,8,13,7,5,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java,14329,333,4,297,74.25,1,246,36,28,83,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClient.java,10148,380,3,370,123.33333333333333,2,359,10,8,126,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java,9907,164,5,85,17.0,3,45,79,38,32,NO
3,hedwig-server/src/test/java/org/apache/hedwig/ServerControl.java,7851,553,3,395,131.66666666666666,2,231,158,155,184,NO
3,hedwig-server/src/test/java/org/apache/hedwig/ServerControlDaemon.java,5334,397,3,284,94.66666666666667,2,171,113,111,132,NO
3,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCacheTest.java,2765,174,4,153,38.25,1,131,21,19,43,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,444,545,1,545,545.0,1,545,0,0,545,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,48,81,1,81,81.0,1,81,0,0,81,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,120,168,1,168,168.0,1,168,0,0,168,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,345,487,1,487,487.0,1,487,0,0,487,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,82,124,1,124,124.0,1,124,0,0,124,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,432,536,1,536,536.0,1,536,0,0,536,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,84,133,1,133,133.0,1,133,0,0,133,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,123,151,1,151,151.0,1,151,0,0,151,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,83,147,1,147,147.0,1,147,0,0,147,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,26,126,1,126,126.0,1,126,0,0,126,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/BKException.java,188,249,1,249,249.0,1,249,0,0,249,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,147,410,1,410,410.0,1,410,0,0,410,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,122,204,1,204,204.0,1,204,0,0,204,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,25,50,1,50,50.0,1,50,0,0,50,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/DigestManager.java,107,184,1,184,184.0,1,184,0,0,184,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,6,61,1,61,61.0,1,61,0,0,61,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,77,167,1,167,167.0,1,167,0,0,167,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,24,80,1,80,80.0,1,80,0,0,80,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,39,83,1,83,83.0,1,83,0,0,83,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,299,547,1,547,547.0,1,547,0,0,547,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,105,198,1,198,198.0,1,198,0,0,198,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,80,140,1,140,140.0,1,140,0,0,140,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,100,178,1,178,178.0,1,178,0,0,178,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,36,67,1,67,67.0,1,67,0,0,67,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,82,138,1,138,138.0,1,138,0,0,138,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,108,170,1,170,170.0,1,170,0,0,170,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,41,87,1,87,87.0,1,87,0,0,87,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,47,85,1,85,85.0,1,85,0,0,85,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,122,178,1,178,178.0,1,178,0,0,178,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,11,75,1,75,75.0,1,75,0,0,75,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,160,209,1,209,209.0,1,209,0,0,209,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,14,57,1,57,57.0,1,57,0,0,57,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,353,521,1,521,521.0,1,521,0,0,521,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,361,573,1,573,573.0,1,573,0,0,573,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,106,148,1,148,148.0,1,148,0,0,148,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,103,173,1,173,173.0,1,173,0,0,173,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,83,147,1,147,147.0,1,147,0,0,147,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,376,763,1,763,763.0,1,763,0,0,763,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,150,209,1,209,209.0,1,209,0,0,209,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/util/Main.java,22,54,1,54,54.0,1,54,0,0,54,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/util/MathUtils.java,10,38,1,38,38.0,1,38,0,0,38,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,41,98,1,98,98.0,1,98,0,0,98,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,14,38,1,38,38.0,1,38,0,0,38,NO
3,bookkeeper/src/main/java/org/apache/bookkeeper/util/StringUtils.java,39,94,1,94,94.0,1,94,0,0,94,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,171,256,1,256,256.0,1,256,0,0,256,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,117,176,1,176,176.0,1,176,0,0,176,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,192,232,1,232,232.0,1,232,0,0,232,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,202,305,1,305,305.0,1,305,0,0,305,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,521,720,1,720,720.0,1,720,0,0,720,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java,203,400,1,400,400.0,1,400,0,0,400,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/CloseTest.java,31,74,1,74,74.0,1,74,0,0,74,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,142,178,1,178,178.0,1,178,0,0,178,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,81,163,1,163,163.0,1,163,0,0,163,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java,39,88,1,88,88.0,1,88,0,0,88,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java,74,117,1,117,117.0,1,117,0,0,117,NO
3,bookkeeper/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,32,60,1,60,60.0,1,60,0,0,60,NO
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,45571,239,3,227,75.66666666666667,1,177,12,8,79,NO
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,62247,297,2,284,142.0,1,260,13,13,148,NO
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,100809,638,6,548,91.33333333333333,3,425,90,55,106,NO
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,34747,333,4,235,58.75,2,137,98,94,83,NO
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,98103,963,8,660,82.5,4,294,303,171,120,NO
4,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,43691,321,6,242,40.333333333333336,2,211,79,72,53,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,264087,3135,51,1916,37.568627450980394,4,275,1219,370,61,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,6331,55,2,53,26.5,2,52,2,2,27,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,36540,143,6,108,18.0,4,58,35,29,23,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,1547,35,2,33,16.5,2,33,2,2,17,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,118101,962,5,945,189.0,3,684,17,12,192,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,49660,42,4,27,6.75,2,12,15,12,10,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,47068,346,5,303,60.6,2,195,43,27,69,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,135724,1224,27,644,23.85185185185185,4,253,580,194,45,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,2493,40,1,40,40.0,1,40,0,0,40,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,70098,413,12,325,27.083333333333332,3,79,88,68,34,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,87845,450,6,419,69.83333333333333,3,228,31,17,75,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,210,51,1,51,51.0,1,51,0,0,51,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,88496,757,14,667,47.642857142857146,3,378,90,20,54,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,2128,32,1,32,32.0,1,32,0,0,32,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,10428,82,2,74,37.0,1,69,8,8,41,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,28374,316,12,252,21.0,3,183,64,22,26,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,88970,656,9,619,68.77777777777777,3,550,37,11,72,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,30898,168,4,163,40.75,1,157,5,2,42,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,61385,920,16,217,13.5625,4,92,703,541,57,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,2476,133,2,80,40.0,1,79,53,53,66,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,169715,1170,16,1049,65.5625,3,712,121,21,73,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,2990,60,1,60,60.0,1,60,0,0,60,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,20567,293,11,111,10.090909090909092,3,36,182,109,26,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,13236,157,3,122,40.666666666666664,1,113,35,30,52,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,6136,60,3,56,18.666666666666668,1,53,4,3,20,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,16741,272,3,270,90.0,2,240,2,1,90,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,51920,32,5,22,4.4,3,12,10,6,6,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,4032,111,2,110,55.0,1,91,1,1,55,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,33117,0,1,0,0.0,1,0,0,0,0,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,4776,60,2,59,29.5,1,58,1,1,30,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,2985,44,1,44,44.0,1,44,0,0,44,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,1800,108,1,108,108.0,1,108,0,0,108,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,11544,297,6,155,25.833333333333332,3,113,142,113,49,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,89302,95,9,86,9.555555555555555,3,12,9,8,10,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,86182,1568,25,903,36.12,4,401,665,401,62,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,138619,1904,23,1341,58.30434782608695,3,714,563,221,82,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,55690,188,10,149,14.9,4,111,39,12,18,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,11460,19,3,12,4.0,2,9,7,4,6,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,44418,69,9,38,4.222222222222222,4,16,31,16,7,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,4106,83,6,56,9.333333333333334,3,25,27,11,13,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,30174,297,4,285,71.25,1,274,12,7,74,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,27128,200,14,85,6.071428571428571,4,26,115,32,14,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,9883,51,7,25,3.5714285714285716,4,7,26,10,7,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,15809,101,4,50,12.5,3,46,51,46,25,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,12243,189,5,168,33.6,2,112,21,19,37,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,40897,612,4,517,129.25,1,298,95,89,153,NO
