"PROJ","CLASSIFIER","ITERATION","FEATURE_SELECTION","SAMPLING","COST_SENSITIVE","PRECISION","RECALL","AUC","KAPPA","NPOFB","TP","FP","TN","FN","%_OF_TRAINING"
"SYNCOPE","IBk","11","BEST FIRST","NO","SENSITIVE_LEARNING","0,24887","0,7971","0,86126","0,27649","0,47826","55.0","166.0","505.0","14.0","91,90992"
"SYNCOPE","RandomForest","12","NO","NO","NO","0,7037","0,17273","0,74322","0,23265","0,42727","19.0","8.0","626.0","91.0","92,47801"
"SYNCOPE","NaiveBayes","12","NO","NO","NO","0,57692","0,13636","0,57065","0,17389","0,12727","15.0","11.0","623.0","95.0","92,47801"
"SYNCOPE","IBk","12","NO","NO","NO","0,66667","0,18182","0,73907","0,23739","0,44545","20.0","10.0","624.0","90.0","92,47801"
"SYNCOPE","RandomForest","12","BEST FIRST","NO","NO","0,70833","0,15455","0,72638","0,212","0,42727","17.0","7.0","627.0","93.0","92,47801"
"SYNCOPE","NaiveBayes","12","BEST FIRST","NO","NO","0,45455","0,13636","0,57101","0,15192","0,17273","15.0","18.0","616.0","95.0","92,47801"
"SYNCOPE","IBk","12","BEST FIRST","NO","NO","0,66667","0,18182","0,71641","0,23739","0,42727","20.0","10.0","624.0","90.0","92,47801"
"SYNCOPE","RandomForest","12","BEST FIRST","UNDERSAMPLING","NO","0,28279","0,62727","0,72277","0,23363","0,41818","69.0","175.0","459.0","41.0","92,47801"
"SYNCOPE","NaiveBayes","12","BEST FIRST","UNDERSAMPLING","NO","0,31507","0,20909","0,56787","0,15125","0,41284","23.0","50.0","584.0","87.0","92,47801"
"SYNCOPE","IBk","12","BEST FIRST","UNDERSAMPLING","NO","0,27148","0,71818","0,7183","0,22845","0,42727","79.0","212.0","422.0","31.0","92,47801"
"SYNCOPE","RandomForest","12","BEST FIRST","OVERSAMPLING","NO","0,28889","0,59091","0,71659","0,23641","0,43636","65.0","160.0","474.0","45.0","92,47801"
"SYNCOPE","NaiveBayes","12","BEST FIRST","OVERSAMPLING","NO","0,31707","0,23636","0,57137","0,16544","0,41284","26.0","56.0","578.0","84.0","92,47801"
"SYNCOPE","IBk","12","BEST FIRST","OVERSAMPLING","NO","0,28634","0,59091","0,7143","0,23298","0,43636","65.0","162.0","472.0","45.0","92,47801"
"SYNCOPE","RandomForest","12","BEST FIRST","NO","SENSITIVE_LEARNING","0,3","0,6","0,72379","0,25268","0,45455","66.0","154.0","480.0","44.0","92,47801"
"SYNCOPE","NaiveBayes","12","BEST FIRST","NO","SENSITIVE_LEARNING","0,31081","0,20909","0,57101","0,14877","0,41284","23.0","51.0","583.0","87.0","92,47801"
"SYNCOPE","IBk","12","BEST FIRST","NO","SENSITIVE_LEARNING","0,29596","0,6","0,71658","0,24736","0,45455","66.0","157.0","477.0","44.0","92,47801"
"SYNCOPE","RandomForest","13","NO","NO","NO","0,48387","0,1875","0,75534","0,22574","0,375","15.0","16.0","681.0","65.0","92,71654"
"SYNCOPE","NaiveBayes","13","NO","NO","NO","0,48387","0,1875","0,7234","0,22574","0,1875","15.0","16.0","681.0","65.0","92,71654"
"SYNCOPE","IBk","13","NO","NO","NO","0,29412","0,25","0,6423","0,19401","0,4","20.0","48.0","649.0","60.0","92,71654"
"SYNCOPE","RandomForest","13","BEST FIRST","NO","NO","0,72727","0,2","0,71693","0,28183","0,4557","16.0","6.0","691.0","64.0","92,71654"
"SYNCOPE","NaiveBayes","13","BEST FIRST","NO","NO","0,54286","0,2375","0,69815","0,28567","0,2625","19.0","16.0","681.0","61.0","92,71654"
"SYNCOPE","IBk","13","BEST FIRST","NO","NO","0,64286","0,225","0,72","0,29573","0,46835","18.0","10.0","687.0","62.0","92,71654"
"SYNCOPE","RandomForest","13","BEST FIRST","UNDERSAMPLING","NO","0,20144","0,7","0,76703","0,18206","0,39241","56.0","222.0","475.0","24.0","92,71654"
"SYNCOPE","NaiveBayes","13","BEST FIRST","UNDERSAMPLING","NO","0,39241","0,3875","0,70411","0,32041","0,27848","31.0","48.0","649.0","49.0","92,71654"
"SYNCOPE","IBk","13","BEST FIRST","UNDERSAMPLING","NO","0,2","0,7375","0,72685","0,18219","0,3875","59.0","236.0","461.0","21.0","92,71654"
"SYNCOPE","RandomForest","13","BEST FIRST","OVERSAMPLING","NO","0,21311","0,65","0,71671","0,19636","0,375","52.0","192.0","505.0","28.0","92,71654"
"SYNCOPE","NaiveBayes","13","BEST FIRST","OVERSAMPLING","NO","0,39744","0,3875","0,70332","0,32365","0,27848","31.0","47.0","650.0","49.0","92,71654"
"SYNCOPE","IBk","13","BEST FIRST","OVERSAMPLING","NO","0,21138","0,65","0,72021","0,19373","0,375","52.0","194.0","503.0","28.0","92,71654"
"SYNCOPE","RandomForest","13","BEST FIRST","NO","SENSITIVE_LEARNING","0,21519","0,6375","0,71642","0,19835","0,3875","51.0","186.0","511.0","29.0","92,71654"
"SYNCOPE","NaiveBayes","13","BEST FIRST","NO","SENSITIVE_LEARNING","0,39241","0,3875","0,69815","0,32041","0,27848","31.0","48.0","649.0","49.0","92,71654"
"SYNCOPE","IBk","13","BEST FIRST","NO","SENSITIVE_LEARNING","0,21339","0,6375","0,71968","0,19566","0,39241","51.0","188.0","509.0","29.0","92,71654"
"SYNCOPE","RandomForest","14","NO","NO","NO","0,42857","0,09","0,82489","0,11291","0,32","9.0","12.0","747.0","91.0","92,54793"
"SYNCOPE","NaiveBayes","14","NO","NO","NO","0,43182","0,19","0,74152","0,20751","0,17172","19.0","25.0","734.0","81.0","92,54793"
"SYNCOPE","IBk","14","NO","NO","NO","0,3871","0,24","0,60329","0,22746","0,29","24.0","38.0","721.0","76.0","92,54793"
"SYNCOPE","RandomForest","14","BEST FIRST","NO","NO","0,62963","0,17","0,77704","0,22958","0,42424","17.0","10.0","749.0","83.0","92,54793"
"SYNCOPE","NaiveBayes","14","BEST FIRST","NO","NO","0,60526","0,23","0,74381","0,28766","0,22","23.0","15.0","744.0","77.0","92,54793"
"SYNCOPE","IBk","14","BEST FIRST","NO","NO","0,64286","0,18","0,77063","0,24268","0,42","18.0","10.0","749.0","82.0","92,54793"
"SYNCOPE","RandomForest","14","BEST FIRST","UNDERSAMPLING","NO","0,26429","0,74","0,79661","0,26304","0,32","74.0","206.0","553.0","26.0","92,54793"
"SYNCOPE","NaiveBayes","14","BEST FIRST","UNDERSAMPLING","NO","0,48387","0,45","0,74806","0,39888","0,20202","45.0","48.0","711.0","55.0","92,54793"
"SYNCOPE","IBk","14","BEST FIRST","UNDERSAMPLING","NO","0,25497","0,77","0,78771","0,2523","0,31313","77.0","225.0","534.0","23.0","92,54793"
"SYNCOPE","RandomForest","14","BEST FIRST","OVERSAMPLING","NO","0,26642","0,73","0,77847","0,265","0,35354","73.0","201.0","558.0","27.0","92,54793"
"SYNCOPE","NaiveBayes","14","BEST FIRST","OVERSAMPLING","NO","0,48387","0,45","0,74458","0,39888","0,20202","45.0","48.0","711.0","55.0","92,54793"
"SYNCOPE","IBk","14","BEST FIRST","OVERSAMPLING","NO","0,26642","0,73","0,78234","0,265","0,34343","73.0","201.0","558.0","27.0","92,54793"
"SYNCOPE","RandomForest","14","BEST FIRST","NO","SENSITIVE_LEARNING","0,26792","0,71","0,77716","0,26476","0,34343","71.0","194.0","565.0","29.0","92,54793"
"SYNCOPE","NaiveBayes","14","BEST FIRST","NO","SENSITIVE_LEARNING","0,47126","0,41","0,74381","0,37029","0,20202","41.0","46.0","713.0","59.0","92,54793"
"SYNCOPE","IBk","14","BEST FIRST","NO","SENSITIVE_LEARNING","0,28395","0,69","0,76977","0,28427","0,34","69.0","174.0","585.0","31.0","92,54793"
"SYNCOPE","RandomForest","15","NO","NO","NO","0,29167","0,16667","0,79815","0,18497","0,28571","7.0","17.0","858.0","35.0","92,63099"
"SYNCOPE","NaiveBayes","15","NO","NO","NO","0,35714","0,35714","0,83253","0,32629","0,35714","15.0","27.0","848.0","27.0","92,63099"
"SYNCOPE","IBk","15","NO","NO","NO","0,19643","0,2619","0,56986","0,18165","0,2619","11.0","45.0","830.0","31.0","92,63099"
"SYNCOPE","RandomForest","15","BEST FIRST","NO","NO","0,21739","0,11905","0,6757","0,1255","0,19048","5.0","18.0","857.0","37.0","92,63099"
"SYNCOPE","NaiveBayes","15","BEST FIRST","NO","NO","0,30769","0,28571","0,72346","0,26383","0,2381","12.0","27.0","848.0","30.0","92,63099"
"SYNCOPE","IBk","15","BEST FIRST","NO","NO","0,24","0,14286","0,62128","0,15005","0,21429","6.0","19.0","856.0","36.0","92,63099"
"SYNCOPE","RandomForest","15","BEST FIRST","UNDERSAMPLING","NO","0,08462","0,52381","0,69121","0,07255","0,16667","22.0","238.0","637.0","20.0","92,63099"
"SYNCOPE","NaiveBayes","15","BEST FIRST","UNDERSAMPLING","NO","0,23958","0,54762","0,72083","0,28796","0,21429","23.0","73.0","802.0","19.0","92,63099"
"SYNCOPE","IBk","15","BEST FIRST","UNDERSAMPLING","NO","0,08814","0,61905","0,65442","0,08058","0,16667","26.0","269.0","606.0","16.0","92,63099"
"SYNCOPE","RandomForest","15","BEST FIRST","OVERSAMPLING","NO","0,08051","0,45238","0,61259","0,0639","0,16667","19.0","217.0","658.0","23.0","92,63099"
"SYNCOPE","NaiveBayes","15","BEST FIRST","OVERSAMPLING","NO","0,23958","0,54762","0,72691","0,28796","0,21429","23.0","73.0","802.0","19.0","92,63099"
"SYNCOPE","IBk","15","BEST FIRST","OVERSAMPLING","NO","0,08444","0,45238","0,61566","0,07058","0,16667","19.0","206.0","669.0","23.0","92,63099"
"SYNCOPE","RandomForest","15","BEST FIRST","NO","SENSITIVE_LEARNING","0,09502","0,5","0,66867","0,08962","0,16667","21.0","200.0","675.0","21.0","92,63099"
"SYNCOPE","NaiveBayes","15","BEST FIRST","NO","SENSITIVE_LEARNING","0,23958","0,54762","0,72346","0,28796","0,21429","23.0","73.0","802.0","19.0","92,63099"
"SYNCOPE","IBk","15","BEST FIRST","NO","SENSITIVE_LEARNING","0,0913","0,5","0,6208","0,08341","0,16667","21.0","209.0","666.0","21.0","92,63099"
"SYNCOPE","RandomForest","16","NO","NO","NO","0,20833","0,07937","0,57618","0,07979","0,26984","5.0","19.0","828.0","58.0","93,18556"
"SYNCOPE","NaiveBayes","16","NO","NO","NO","0,36364","0,12698","0,62779","0,15806","0,1746","8.0","14.0","833.0","55.0","93,18556"
"SYNCOPE","IBk","16","NO","NO","NO","0,20588","0,11111","0,54992","0,10068","0,25397","7.0","27.0","820.0","56.0","93,18556"
"SYNCOPE","RandomForest","16","BEST FIRST","NO","NO","0,44444","0,12698","0,67042","0,17206","0,26984","8.0","10.0","837.0","55.0","93,18556"
"SYNCOPE","NaiveBayes","16","BEST FIRST","NO","NO","0,33333","0,22222","0,63052","0,22367","0,19048","14.0","28.0","819.0","49.0","93,18556"
"SYNCOPE","IBk","16","BEST FIRST","NO","NO","0,3913","0,14286","0,65328","0,1789","0,28571","9.0","14.0","833.0","54.0","93,18556"
"SYNCOPE","RandomForest","16","BEST FIRST","UNDERSAMPLING","NO","0,13235","0,57143","0,70098","0,11549","0,30159","36.0","236.0","611.0","27.0","93,18556"
"SYNCOPE","NaiveBayes","16","BEST FIRST","UNDERSAMPLING","NO","0,24719","0,34921","0,64723","0,22679","0,33333","22.0","67.0","780.0","41.0","93,18556"
"SYNCOPE","IBk","16","BEST FIRST","UNDERSAMPLING","NO","0,14138","0,65079","0,69543","0,13376","0,30159","41.0","249.0","598.0","22.0","93,18556"
"SYNCOPE","RandomForest","16","BEST FIRST","OVERSAMPLING","NO","0,15179","0,53968","0,66633","0,14448","0,31746","34.0","190.0","657.0","29.0","93,18556"
"SYNCOPE","NaiveBayes","16","BEST FIRST","OVERSAMPLING","NO","0,24468","0,36508","0,63697","0,22908","0,33333","23.0","71.0","776.0","40.0","93,18556"
"SYNCOPE","IBk","16","BEST FIRST","OVERSAMPLING","NO","0,16432","0,55556","0,6662","0,16433","0,31746","35.0","178.0","669.0","28.0","93,18556"
"SYNCOPE","RandomForest","16","BEST FIRST","NO","SENSITIVE_LEARNING","0,16279","0,55556","0,67326","0,16207","0,30159","35.0","180.0","667.0","28.0","93,18556"
"SYNCOPE","NaiveBayes","16","BEST FIRST","NO","SENSITIVE_LEARNING","0,25","0,36508","0,63052","0,23381","0,33333","23.0","69.0","778.0","40.0","93,18556"
"SYNCOPE","IBk","16","BEST FIRST","NO","SENSITIVE_LEARNING","0,16038","0,53968","0,65315","0,15732","0,28571","34.0","178.0","669.0","29.0","93,18556"
"SYNCOPE","RandomForest","17","NO","NO","NO","0,07143","0,08","0,70995","0,05028","0,28","2.0","26.0","945.0","23.0","93,05923"
"SYNCOPE","NaiveBayes","17","NO","NO","NO","0,16667","0,32","0,77975","0,19252","0,28","8.0","40.0","931.0","17.0","93,05923"
"SYNCOPE","IBk","17","NO","NO","NO","0,05263","0,12","0,48117","0,03966","0,2","3.0","54.0","917.0","22.0","93,05923"
"SYNCOPE","RandomForest","17","BEST FIRST","NO","NO","0,17647","0,12","0,718","0,12508","0,44","3.0","14.0","957.0","22.0","93,05923"
"SYNCOPE","NaiveBayes","17","BEST FIRST","NO","NO","0,15556","0,28","0,62682","0,17332","0,2","7.0","38.0","933.0","18.0","93,05923"
"SYNCOPE","IBk","17","BEST FIRST","NO","NO","0,13636","0,12","0,71621","0,10667","0,44","3.0","19.0","952.0","22.0","93,05923"
"SYNCOPE","RandomForest","17","BEST FIRST","UNDERSAMPLING","NO","0,06122","0,72","0,7786","0,06982","0,32","18.0","276.0","695.0","7.0","93,05923"
"SYNCOPE","NaiveBayes","17","BEST FIRST","UNDERSAMPLING","NO","0,10101","0,4","0,63007","0,12627","0,28","10.0","89.0","882.0","15.0","93,05923"
"SYNCOPE","IBk","17","BEST FIRST","UNDERSAMPLING","NO","0,0607","0,76","0,80377","0,06915","0,32","19.0","294.0","677.0","6.0","93,05923"
"SYNCOPE","RandomForest","17","BEST FIRST","OVERSAMPLING","NO","0,05385","0,56","0,69234","0,05497","0,32","14.0","246.0","725.0","11.0","93,05923"
"SYNCOPE","NaiveBayes","17","BEST FIRST","OVERSAMPLING","NO","0,10204","0,4","0,61106","0,12771","0,28","10.0","88.0","883.0","15.0","93,05923"
"SYNCOPE","IBk","17","BEST FIRST","OVERSAMPLING","NO","0,05344","0,56","0,69868","0,05422","0,32","14.0","248.0","723.0","11.0","93,05923"
"SYNCOPE","RandomForest","17","BEST FIRST","NO","SENSITIVE_LEARNING","0,05882","0,6","0,72721","0,06437","0,36","15.0","240.0","731.0","10.0","93,05923"
"SYNCOPE","NaiveBayes","17","BEST FIRST","NO","SENSITIVE_LEARNING","0,10309","0,4","0,62682","0,12918","0,28","10.0","87.0","884.0","15.0","93,05923"
"SYNCOPE","IBk","17","BEST FIRST","NO","SENSITIVE_LEARNING","0,06","0,6","0,71658","0,06649","0,36","15.0","235.0","736.0","10.0","93,05923"
"SYNCOPE","RandomForest","18","NO","NO","NO","0,14286","0,13793","0,76231","0,11527","0,27586","4.0","24.0","952.0","25.0","93,4549"
"SYNCOPE","NaiveBayes","18","NO","NO","NO","0,11111","0,34483","0,77938","0,1301","0,24138","10.0","80.0","896.0","19.0","93,4549"
"SYNCOPE","IBk","18","NO","NO","NO","0,125","0,2069","0,61113","0,12434","0,2069","6.0","42.0","934.0","23.0","93,4549"
"SYNCOPE","RandomForest","18","BEST FIRST","NO","NO","0,21875","0,24138","0,78867","0,20545","0,24138","7.0","25.0","951.0","22.0","93,4549"
"SYNCOPE","NaiveBayes","18","BEST FIRST","NO","NO","0,2","0,34483","0,81792","0,22485","0,24138","10.0","40.0","936.0","19.0","93,4549"
"SYNCOPE","IBk","18","BEST FIRST","NO","NO","0,21212","0,24138","0,7415","0,20127","0,24138","7.0","26.0","950.0","22.0","93,4549"
"SYNCOPE","RandomForest","18","BEST FIRST","UNDERSAMPLING","NO","0,07395","0,7931","0,79697","0,0871","0,2069","23.0","288.0","688.0","6.0","93,4549"
"SYNCOPE","NaiveBayes","18","BEST FIRST","UNDERSAMPLING","NO","0,13636","0,51724","0,82578","0,1783","0,10345","15.0","95.0","881.0","14.0","93,4549"
"SYNCOPE","IBk","18","BEST FIRST","UNDERSAMPLING","NO","0,06825","0,7931","0,79134","0,07662","0,13793","23.0","314.0","662.0","6.0","93,4549"
"SYNCOPE","RandomForest","18","BEST FIRST","OVERSAMPLING","NO","0,08772","0,86207","0,79522","0,11276","0,17241","25.0","260.0","716.0","4.0","93,4549"
"SYNCOPE","NaiveBayes","18","BEST FIRST","OVERSAMPLING","NO","0,13761","0,51724","0,82128","0,18001","0,10345","15.0","94.0","882.0","14.0","93,4549"
"SYNCOPE","IBk","18","BEST FIRST","OVERSAMPLING","NO","0,08602","0,82759","0,76835","0,10928","0,17241","24.0","255.0","721.0","5.0","93,4549"
"SYNCOPE","RandomForest","18","BEST FIRST","NO","SENSITIVE_LEARNING","0,092","0,7931","0,79271","0,11933","0,17241","23.0","227.0","749.0","6.0","93,4549"
"SYNCOPE","NaiveBayes","18","BEST FIRST","NO","SENSITIVE_LEARNING","0,15","0,51724","0,81792","0,19662","0,10345","15.0","85.0","891.0","14.0","93,4549"
"SYNCOPE","IBk","18","BEST FIRST","NO","SENSITIVE_LEARNING","0,08714","0,72414","0,74111","0,10969","0,17241","21.0","220.0","756.0","8.0","93,4549"
"SYNCOPE","RandomForest","19","NO","NO","NO","0,39286","0,21569","0,68398","0,25202","0,35294","11.0","17.0","954.0","40.0","93,75954"
"SYNCOPE","NaiveBayes","19","NO","NO","NO","0,25","0,15686","0,8028","0,16047","0,19608","8.0","24.0","947.0","43.0","93,75954"
"SYNCOPE","IBk","19","NO","NO","NO","0,31707","0,2549","0,58944","0,24922","0,29412","13.0","28.0","943.0","38.0","93,75954"
"SYNCOPE","RandomForest","19","BEST FIRST","NO","NO","0,375","0,23529","0,66041","0,26071","0,35294","12.0","20.0","951.0","39.0","93,75954"
"SYNCOPE","NaiveBayes","19","BEST FIRST","NO","NO","0,22449","0,21569","0,73965","0,17989","0,15686","11.0","38.0","933.0","40.0","93,75954"
"SYNCOPE","IBk","19","BEST FIRST","NO","NO","0,35294","0,23529","0,59344","0,25251","0,31373","12.0","22.0","949.0","39.0","93,75954"
"SYNCOPE","RandomForest","19","BEST FIRST","UNDERSAMPLING","NO","0,11075","0,66667","0,70782","0,11413","0,19608","34.0","273.0","698.0","17.0","93,75954"
"SYNCOPE","NaiveBayes","19","BEST FIRST","UNDERSAMPLING","NO","0,2233","0,45098","0,76688","0,24854","0,17647","23.0","80.0","891.0","28.0","93,75954"
"SYNCOPE","IBk","19","BEST FIRST","UNDERSAMPLING","NO","0,09668","0,62745","0,64849","0,08873","0,23529","32.0","299.0","672.0","19.0","93,75954"
"SYNCOPE","RandomForest","19","BEST FIRST","OVERSAMPLING","NO","0,14573","0,56863","0,63497","0,16572","0,23529","29.0","170.0","801.0","22.0","93,75954"
"SYNCOPE","NaiveBayes","19","BEST FIRST","OVERSAMPLING","NO","0,20175","0,45098","0,74257","0,22537","0,17647","23.0","91.0","880.0","28.0","93,75954"
"SYNCOPE","IBk","19","BEST FIRST","OVERSAMPLING","NO","0,13433","0,52941","0,60717","0,14633","0,23529","27.0","174.0","797.0","24.0","93,75954"
"SYNCOPE","RandomForest","19","BEST FIRST","NO","SENSITIVE_LEARNING","0,14917","0,52941","0,65134","0,16797","0,2549","27.0","154.0","817.0","24.0","93,75954"
"SYNCOPE","NaiveBayes","19","BEST FIRST","NO","SENSITIVE_LEARNING","0,23","0,45098","0,73965","0,25542","0,17647","23.0","77.0","894.0","28.0","93,75954"
"SYNCOPE","IBk","19","BEST FIRST","NO","SENSITIVE_LEARNING","0,13966","0,4902","0,59334","0,15148","0,23529","25.0","154.0","817.0","26.0","93,75954"
"SYNCOPE","RandomForest","20","NO","NO","NO","0,11111","0,08","0,77314","0,07417","0,32","2.0","16.0","987.0","23.0","94,09365"
"SYNCOPE","NaiveBayes","20","NO","NO","NO","0,12195","0,2","0,8463","0,12508","0,24","5.0","36.0","967.0","20.0","94,09365"
"SYNCOPE","IBk","20","NO","NO","NO","0,2069","0,24","0,66828","0,20136","0,32","6.0","23.0","980.0","19.0","94,09365"
"SYNCOPE","RandomForest","20","BEST FIRST","NO","NO","0,17241","0,2","0,74548","0,16333","0,32","5.0","24.0","979.0","20.0","94,09365"
"SYNCOPE","NaiveBayes","20","BEST FIRST","NO","NO","0,14583","0,28","0,81402","0,16508","0,16","7.0","41.0","962.0","18.0","94,09365"
"SYNCOPE","IBk","20","BEST FIRST","NO","NO","0,19444","0,28","0,68975","0,20674","0,36","7.0","29.0","974.0","18.0","94,09365"
"SYNCOPE","RandomForest","20","BEST FIRST","UNDERSAMPLING","NO","0,06597","0,76","0,83813","0,08024","0,24","19.0","269.0","734.0","6.0","94,09365"
"SYNCOPE","NaiveBayes","20","BEST FIRST","UNDERSAMPLING","NO","0,13043","0,6","0,84546","0,18159","0,08","15.0","100.0","903.0","10.0","94,09365"
"SYNCOPE","IBk","20","BEST FIRST","UNDERSAMPLING","NO","0,07023","0,84","0,81109","0,08873","0,24","21.0","278.0","725.0","4.0","94,09365"
"SYNCOPE","RandomForest","20","BEST FIRST","OVERSAMPLING","NO","0,07772","0,6","0,6947","0,09881","0,2","15.0","178.0","825.0","10.0","94,09365"
"SYNCOPE","NaiveBayes","20","BEST FIRST","OVERSAMPLING","NO","0,12397","0,6","0,80704","0,17211","0,04","15.0","106.0","897.0","10.0","94,09365"
"SYNCOPE","IBk","20","BEST FIRST","OVERSAMPLING","NO","0,07937","0,6","0,67609","0,10159","0,2","15.0","174.0","829.0","10.0","94,09365"
"SYNCOPE","RandomForest","20","BEST FIRST","NO","SENSITIVE_LEARNING","0,0977","0,68","0,74026","0,13403","0,28","17.0","157.0","846.0","8.0","94,09365"
"SYNCOPE","NaiveBayes","20","BEST FIRST","NO","SENSITIVE_LEARNING","0,14851","0,6","0,81402","0,20719","0,04","15.0","86.0","917.0","10.0","94,09365"
"SYNCOPE","IBk","20","BEST FIRST","NO","SENSITIVE_LEARNING","0,1","0,64","0,68947","0,13666","0,28","16.0","144.0","859.0","9.0","94,09365"
"SYNCOPE","RandomForest","21","NO","NO","NO","0,02273","0,07692","0,61625","0,02667","0,15385","1.0","43.0","2264.0","12.0","88,23828"
"SYNCOPE","NaiveBayes","21","NO","NO","NO","0,00685","0,15385","0,50335","0,00241","0","2.0","290.0","2017.0","11.0","88,23828"
"SYNCOPE","IBk","21","NO","NO","NO","0","0","0,44495","-0,00999","0,15385","0.0","98.0","2209.0","13.0","88,23828"
"SYNCOPE","RandomForest","21","BEST FIRST","NO","NO","0,02381","0,07692","0,61605","0,02805","0,38462","1.0","41.0","2266.0","12.0","88,23828"
"SYNCOPE","NaiveBayes","21","BEST FIRST","NO","NO","0,03488","0,23077","0,65225","0,05137","0,07692","3.0","83.0","2224.0","10.0","88,23828"
"SYNCOPE","IBk","21","BEST FIRST","NO","NO","0,02899","0,15385","0,50482","0,03972","0,23077","2.0","67.0","2240.0","11.0","88,23828"
"SYNCOPE","RandomForest","21","BEST FIRST","UNDERSAMPLING","NO","0,01198","0,61538","0,64283","0,01264","0,23077","8.0","660.0","1647.0","5.0","88,23828"
"SYNCOPE","NaiveBayes","21","BEST FIRST","UNDERSAMPLING","NO","0,02841","0,38462","0,66225","0,04292","0,41667","5.0","171.0","2136.0","8.0","88,23828"
"SYNCOPE","IBk","21","BEST FIRST","UNDERSAMPLING","NO","0,01277","0,69231","0,64401","0,01422","0,30769","9.0","696.0","1611.0","4.0","88,23828"
"SYNCOPE","RandomForest","21","BEST FIRST","OVERSAMPLING","NO","0,00924","0,30769","0,55443","0,00713","0,33333","4.0","429.0","1878.0","9.0","88,23828"
"SYNCOPE","NaiveBayes","21","BEST FIRST","OVERSAMPLING","NO","0,02703","0,38462","0,65536","0,04046","0,41667","5.0","180.0","2127.0","8.0","88,23828"
"SYNCOPE","IBk","21","BEST FIRST","OVERSAMPLING","NO","0,00897","0,30769","0,50158","0,00661","0,38462","4.0","442.0","1865.0","9.0","88,23828"
"SYNCOPE","RandomForest","21","BEST FIRST","NO","SENSITIVE_LEARNING","0,01285","0,38462","0,59988","0,01418","0,30769","5.0","384.0","1923.0","8.0","88,23828"
"SYNCOPE","NaiveBayes","21","BEST FIRST","NO","SENSITIVE_LEARNING","0,03012","0,38462","0,65225","0,04595","0,5","5.0","161.0","2146.0","8.0","88,23828"
"SYNCOPE","IBk","21","BEST FIRST","NO","SENSITIVE_LEARNING","0,01053","0,30769","0,50482","0,00962","0,38462","4.0","376.0","1931.0","9.0","88,23828"
"SYNCOPE","RandomForest","22","NO","NO","NO","0,02105","0,08333","0,60226","0,0239","0,16667","2.0","93.0","3735.0","22.0","83,66204"
"SYNCOPE","NaiveBayes","22","NO","NO","NO","0,0299","0,375","0,74687","0,04436","0,125","9.0","292.0","3536.0","15.0","83,66204"
"SYNCOPE","IBk","22","NO","NO","NO","0,01527","0,08333","0,4333","0,01544","0,08333","2.0","129.0","3699.0","22.0","83,66204"
"SYNCOPE","RandomForest","22","BEST FIRST","NO","NO","0,05455","0,125","0,48416","0,06786","0,16667","3.0","52.0","3776.0","21.0","83,66204"
"SYNCOPE","NaiveBayes","22","BEST FIRST","NO","NO","0,0604","0,375","0,80488","0,09433","0,25","9.0","140.0","3688.0","15.0","83,66204"
"SYNCOPE","IBk","22","BEST FIRST","NO","NO","0,04412","0,125","0,38266","0,05653","0,16667","3.0","65.0","3763.0","21.0","83,66204"
"SYNCOPE","RandomForest","22","BEST FIRST","UNDERSAMPLING","NO","0,01253","0,58333","0,67963","0,01249","0,125","14.0","1103.0","2725.0","10.0","83,66204"
"SYNCOPE","NaiveBayes","22","BEST FIRST","UNDERSAMPLING","NO","0,03103","0,375","0,80798","0,04635","0,125","9.0","281.0","3547.0","15.0","83,66204"
"SYNCOPE","IBk","22","BEST FIRST","UNDERSAMPLING","NO","0,01199","0,58333","0,60384","0,01142","0,08333","14.0","1154.0","2674.0","10.0","83,66204"
"SYNCOPE","RandomForest","22","BEST FIRST","OVERSAMPLING","NO","0,00921","0,29167","0,4072","0,00585","0,08333","7.0","753.0","3075.0","17.0","83,66204"
"SYNCOPE","NaiveBayes","22","BEST FIRST","OVERSAMPLING","NO","0,03526","0,58333","0,80727","0,05541","0,125","14.0","383.0","3445.0","10.0","83,66204"
"SYNCOPE","IBk","22","BEST FIRST","OVERSAMPLING","NO","0,00791","0,25","0,38338","0,00329","0,08333","6.0","753.0","3075.0","18.0","83,66204"
"SYNCOPE","RandomForest","22","BEST FIRST","NO","SENSITIVE_LEARNING","0,00887","0,20833","0,45482","0,00512","0,08333","5.0","559.0","3269.0","19.0","83,66204"
"SYNCOPE","NaiveBayes","22","BEST FIRST","NO","SENSITIVE_LEARNING","0,03715","0,5","0,80488","0,05824","0,125","12.0","311.0","3517.0","12.0","83,66204"
"SYNCOPE","IBk","22","BEST FIRST","NO","SENSITIVE_LEARNING","0,00731","0,16667","0,38286","0,0021","0,08333","4.0","543.0","3285.0","20.0","83,66204"
"SYNCOPE","RandomForest","23","NO","NO","NO","0,07407","0,02703","0,65829","0,02284","0,17568","2.0","25.0","2207.0","72.0","91,09068"
"SYNCOPE","NaiveBayes","23","NO","NO","NO","0,15385","0,16216","0,73079","0,12922","0,16216","12.0","66.0","2166.0","62.0","91,09068"
"SYNCOPE","IBk","23","NO","NO","NO","0,08974","0,09459","0,49301","0,06119","0,17568","7.0","71.0","2161.0","67.0","91,09068"
"SYNCOPE","RandomForest","23","BEST FIRST","NO","NO","0,13514","0,06757","0,64396","0,0702","0,23288","5.0","32.0","2200.0","69.0","91,09068"
